color,description,id,images,link,name,price,salePrice,size
{'WHI'},Áo thun nam thể thao Breli - BAS2122-WHI: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569517,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21221whi00.jpg?v=1620963913220,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21221whi00-916761de-e318-4d1f-b92e-7dfe30f07c49.jpg?v=1620963913220,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21221whi00-cace61cd-447b-4a97-b109-a828378ec999.jpg?v=1620963913220,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21221whi00-fec65f33-4bb6-42b0-82c5-5d47dca40418.jpg?v=1620963913220",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2122-whi,Áo thun nam thể thao Breli - BAS2122-WHI,250000.0,175000.0,"{'M', 'XL', 'L'}"
{'LGR'},Áo thun nam thể thao Breli - BAS2121-LGR: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569518,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21211lgr00.jpg?v=1620963914810,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21211lgr00-b45c21fb-f46b-48dd-8f38-7afb72aed0c3.jpg?v=1620963914810,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21211lgr00-cf36b997-b05d-484f-ac10-159252c0eac7.jpg?v=1620963914810",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2121-lgr,Áo thun nam thể thao Breli - BAS2121-LGR,250000.0,175000.0,"{'M', 'L'}"
{'NVB02'},"Đặc điểm nổi bật Quần Short nam thể thao Dunlop - DQTES2110-1S: Mềm, nhẹ, co giãn tốt. Kháng khuẩn, chống tia UV Thoáng khí, thoát mồ hôi",20860272,"https://bizweb.dktcdn.net/100/239/277/products/quan-short-nam-the-thao-dunlop-dqtes2110-1s-001.jpg?v=1616469513337,https://bizweb.dktcdn.net/100/239/277/products/quan-short-nam-the-thao-dunlop-dqtes2110-1s-002.jpg?v=1616469517883,https://bizweb.dktcdn.net/100/239/277/products/quan-short-nam-the-thao-dunlop-dqtes2110-1s-003.jpg?v=1616469522680,https://bizweb.dktcdn.net/100/239/277/products/quan-short-nam-the-thao-dunlop-dqtes2110-1s-004.jpg?v=1616469526823,https://bizweb.dktcdn.net/100/239/277/products/quan-short-nam-the-thao-dunlop-dqtes2110-1s-005.jpg?v=1616469533893",https://dunlopsports.com.vn/quan-short-nam-the-thao-dunlop-dqtes2110-1s,Quần Short nam thể thao Dunlop - DQTES2110-1S,430000.0,408500.0,"{'XXL', 'S'}"
{'OLU'},"Giới thiệu thương hiệu BRELI: Thời trang thể thao BRELI SPORT chuyên sản xuất và phân phối Quần áo thể thao cao cấp phục vụ cho các dòng thể thao khác nhau như: GYM, YOGA, CẦU LÔNG, TENNIS, GOLF, RUNNING, BÓNG ĐÁ, BÓNG CHUYỀN, BÓNG RỔ… Toàn bộ sản phẩm của BRELI được sản xuất trên dây chuyền công nghệ Nhật Bản, sử dụng",21569502,"https://bizweb.dktcdn.net/100/239/277/products/quanshortnamthethaobrelibqs203-08b2cbea-c3e4-434c-a1f0-4bf1173f884e.jpg?v=1620963898653,https://bizweb.dktcdn.net/100/239/277/products/quanshortnamthethaobrelibqs203-427ea9c0-3bfc-44f6-a803-3246848ea73d.jpg?v=1620963898653,https://bizweb.dktcdn.net/100/239/277/products/quanshortnamthethaobrelibqs203-7848f879-1221-4de3-9d91-17faa338110e.jpg?v=1620963898653",https://dunlopsports.com.vn/quan-short-nam-the-thao-breli-bqs2032-1m-olu,Quần Short nam thể thao Breli - BQS2032-1M-OLU,420000.0,294000.0,"{'M', 'L'}"
{'MS'},Quần Short nam thể thao Breli - BQS2030-1M: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569504,"https://bizweb.dktcdn.net/100/239/277/products/quanshortnamthethaobrelibqs203-0cab85e8-4621-4b5d-8253-fe00f8061448.jpg?v=1620963901080,https://bizweb.dktcdn.net/100/239/277/products/quanshortnamthethaobrelibqs203-446d08a7-a4de-430b-81f4-635479b9b9f3.jpg?v=1620963901080,https://bizweb.dktcdn.net/100/239/277/products/quanshortnamthethaobrelibqs203-9d37f203-7e7e-4cdb-b2d7-713bcd2c41f1.jpg?v=1620963901080",https://dunlopsports.com.vn/quan-short-nam-the-thao-breli-bqs2030-1m-ms,Quần Short nam thể thao Breli - BQS2030-1M-MS,410000.0,287000.0,{'M'}
{'BUD03'},Áo thể thao nam Dunlop - DASLS21014-1C: Thương hiệu từ Anh Quốc - Sản xuất tại VN Vải được cung cấp độc quyền bởi tập đoàn dệt may hàng đầu Nhật Bản - Itochu,21171114,"https://bizweb.dktcdn.net/100/239/277/products/ao-the-thao-nam-dunlop-dasls21014-1c-001.jpg?v=1617679295087,https://bizweb.dktcdn.net/100/239/277/products/ao-the-thao-nam-dunlop-dasls21014-1c-002.jpg?v=1617679298253,https://bizweb.dktcdn.net/100/239/277/products/ao-the-thao-nam-dunlop-dasls21014-1c-003.jpg?v=1617679301487,https://bizweb.dktcdn.net/100/239/277/products/ao-the-thao-nam-dunlop-dasls21014-1c-004.jpg?v=1617679304610,https://bizweb.dktcdn.net/100/239/277/products/ao-the-thao-nam-dunlop-dasls21014-1c-005.jpg?v=1617679307390",https://dunlopsports.com.vn/ao-the-thao-nam-dunlop-dasls21014-1c,Áo thể thao nam Dunlop - DASLS21014-1C,350000.0,332500.0,{'S'}
{'MS'},Quần Short nam thể thao Breli - BQS2033: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569501,"https://bizweb.dktcdn.net/100/239/277/products/quanshortnamthethaobrelibqs203-d3267e6d-f8fe-47ce-a46b-90616afb5da6.jpg?v=1620963897417,https://bizweb.dktcdn.net/100/239/277/products/quanshortnamthethaobrelibqs203-55afdb42-b81b-4dc0-ba4d-d49cdcbbcfe0.jpg?v=1620963897417,https://bizweb.dktcdn.net/100/239/277/products/quanshortnamthethaobrelibqs203-304e135f-1ab0-4d40-a688-5a3b3a35dd4c.jpg?v=1620963897417",https://dunlopsports.com.vn/quan-short-nam-the-thao-breli-bqs2033-1m-ms,Quần Short nam thể thao Breli - BQS2033-1M-MS,410000.0,287000.0,{'L'}
{'BJB'},Quần Short nam thể thao Breli - BQS2025-1M: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569514,"https://bizweb.dktcdn.net/100/239/277/products/quanshortnamthethaobrelibqs202-a1b72e10-f872-4200-b2a5-705d79b04eda.jpg?v=1620963908427,https://bizweb.dktcdn.net/100/239/277/products/quanshortnamthethaobrelibqs202-5a8bdb25-28ce-4dbe-8baf-dea3eae7ce9d.jpg?v=1620963908427,https://bizweb.dktcdn.net/100/239/277/products/quanshortnamthethaobrelibqs202-61533fee-68e7-4b99-86a3-b8187e5d8165.jpg?v=1620963908427",https://dunlopsports.com.vn/quan-short-nam-the-thao-breli-bqs2025-1m-bjb,Quần Short nam thể thao Breli - BQS2025-1M-BJB,360000.0,252000.0,{'M'}
{'LBL'},Áo thun nam thể thao Breli - BAS2120-LBL: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569520,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21201lbl00.jpg?v=1620963916013,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21201lbl00-41c7b72c-b256-4373-a3cf-46e588d7624f.jpg?v=1620963916013,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21201lbl00-51f10234-b20b-4097-83a0-c97fe498206f.jpg?v=1620963916013",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2120-lbl,Áo thun nam thể thao Breli - BAS2120-LBL,250000.0,175000.0,{'L'}
{'GYML03'},"Đặc điểm nổi bật Quần Short nam thể thao Dunlop - DQTES2109-1S: Mềm, nhẹ, co giãn tốt. Kháng khuẩn, chống tia UV Thoáng khí, thoát mồ hôi",20860270,"https://bizweb.dktcdn.net/100/239/277/products/quan-short-nam-the-thao-dunlop-dqtes2109-1s-001.jpg?v=1616469235517,https://bizweb.dktcdn.net/100/239/277/products/quan-short-nam-the-thao-dunlop-dqtes2109-1s-002.jpg?v=1616469239630,https://bizweb.dktcdn.net/100/239/277/products/quan-short-nam-the-thao-dunlop-dqtes2109-1s-003.jpg?v=1616469245050,https://bizweb.dktcdn.net/100/239/277/products/quan-short-nam-the-thao-dunlop-dqtes2109-1s-004.jpg?v=1616469248913,https://bizweb.dktcdn.net/100/239/277/products/quan-short-nam-the-thao-dunlop-dqtes2109-1s-005.jpg?v=1616469252603",https://dunlopsports.com.vn/quan-short-nam-the-thao-dunlop-dqtes2109-1s,Quần Short nam thể thao Dunlop - DQTES2109-1S,430000.0,408500.0,"{'XXL', 'S'}"
{'LGR'},Áo thun nam thể thao Breli - BAS2118-LGR: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569522,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21181clgr0.jpg?v=1620963918870,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21181clgr0-3267f9e5-f653-47a8-b217-4004e0bc0ed0.jpg?v=1620963918870,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21181clgr0-dcf29fdc-eb8a-4f05-87d6-402b93728648.jpg?v=1620963918870",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2118-lgr,Áo thun nam thể thao Breli - BAS2118-LGR,360000.0,252000.0,{'M'}
{'WHI'},Áo thun nam thể thao Breli - BAS2115-WHI: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569526,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21151cwhi0.jpg?v=1620963923750,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21151cwhi0-7194ef4f-baaa-47ac-ad9b-0af2b44f987e.jpg?v=1620963923750,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21151cwhi0-09a17af1-0dbd-4400-bbe6-18d03e960ac2.jpg?v=1620963923750",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2115-whi,Áo thun nam thể thao Breli - BAS2115-WHI,360000.0,252000.0,{'M'}
{'LBL'},Áo thun nam thể thao Breli - BAS2116-LBL: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569525,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21161clbl0.jpg?v=1620963922147,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21161clbl0-fb5582d9-4a66-4f34-8b15-2f5edd758f5e.jpg?v=1620963922147,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21161clbl0-5f73fe05-7eef-459c-be6e-3811346eafa9.jpg?v=1620963922147",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2116-lbl,Áo thun nam thể thao Breli - BAS2116-LBL,360000.0,252000.0,{'M'}
{'LGR'},Áo thun nam thể thao Breli - BAS2119-LGR: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569521,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21191lgr00.jpg?v=1620963917407,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21191lgr00-5771419d-7bfe-40cf-91f8-f9d6b18ca5d6.jpg?v=1620963917407,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21191lgr00-0e49d3a2-3f4c-4956-88bd-a54d6cce44aa.jpg?v=1620963917407,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21191lgr00-e38a1e5d-38bf-4d52-a9ac-1ed6958b3fc1.jpg?v=1620963917407",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2119-lgr,Áo thun nam thể thao Breli - BAS2119-LGR,250000.0,175000.0,"{'L', 'XL'}"
{'LGR'},Áo thun nam thể thao Breli - BAS2114-LGR: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569527,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21141clgr0.jpg?v=1620963925427,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21141clgr0-7dbece59-0723-43e6-a6f8-0611360dd171.jpg?v=1620963925427,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21141clgr0-cb19bbe6-8fb5-4071-80b1-9406d062f549.jpg?v=1620963925427,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21141clgr0-9386aba4-1e50-4ed0-8b42-f73d30926f16.jpg?v=1620963925427",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2114-lgr,Áo thun nam thể thao Breli - BAS2114-LGR,360000.0,252000.0,"{'M', 'XL', 'L'}"
{'WHI'},Áo thun nam thể thao Breli - BAS2113-WHI: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569528,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21131cwhi0.jpg?v=1620963927413,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21131cwhi0-636e9c90-fcf0-4c53-88ba-8a40ba879f54.jpg?v=1620963927413,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21131cwhi0-1b222953-d896-4e4a-8658-0c38fa100ed4.jpg?v=1620963927413,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21131cwhi0-3931f35f-8e64-466c-9734-f2a06548543d.jpg?v=1620963927413",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2113-whi,Áo thun nam thể thao Breli - BAS2113-WHI,380000.0,266000.0,"{'M', 'L'}"
{'BDO'},Áo thun nam thể thao Breli - BAS2109-BDO: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569533,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21091cbdo0.jpg?v=1620963937367,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21091cbdo0-9bb1c424-d819-4b0b-9b98-067eb4fb3a0a.jpg?v=1620963937367,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21091cbdo0-af1c767b-4ccb-4fed-8f3f-0f95c8a71f82.jpg?v=1620963937367,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21091cbdo0-4e973cee-a3d0-40ed-85ce-e551500dbb2a.jpg?v=1620963937367,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21091cbdo0-858ffae0-ae88-48e5-a6ea-c870dcbc2ed8.jpg?v=1620963937367",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2109-bdo,Áo thun nam thể thao Breli - BAS2109-BDO,380000.0,266000.0,{'L'}
{'DGR'},Áo thun nam thể thao Breli - BAS2110-DGR: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569532,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21101cdgr0.jpg?v=1620963934713,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21101cdgr0-d498921f-9cba-47fc-a7d1-3fd0091a3b87.jpg?v=1620963934713,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21101cdgr0-f440c009-9833-4168-951a-7d9a6f7eb911.jpg?v=1620963934713",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2110-dgr,Áo thun nam thể thao Breli - BAS2110-DGR,380000.0,266000.0,"{'M', 'S', 'L'}"
{'DGR'},Áo thun nam thể thao Breli - BAS2112-DGR: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569529,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21121cdrg0.jpg?v=1620963931327,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21121cdrg0-401e3524-0967-4c38-8d62-f4df51394041.jpg?v=1620963931327,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21121cdrg0-b0d65df0-dc88-4747-b072-5280f6e4c16b.jpg?v=1620963931327,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21121cdrg0-dac169fc-d824-48c3-803b-a3a2705a1249.jpg?v=1620963931327,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21121cdrg0-3de6528e-4f78-439d-935c-cb4247864750.jpg?v=1620963931327",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2112-dgr,Áo thun nam thể thao Breli - BAS2112-DGR,380000.0,266000.0,{'L'}
{'NAV'},Áo thun nam thể thao Breli - BAS2108-NAV: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569534,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21081cnav0.jpg?v=1620963938753,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21081cnav0-de4d3e37-bca7-4268-8666-ddee5e6333cf.jpg?v=1620963938753,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21081cnav0-21220ef5-1c74-4620-9cee-5e44e43126f4.jpg?v=1620963938753,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21081cnav0-327559de-cd97-46bc-86ff-6afa2cc68c7b.jpg?v=1620963938753",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2108-nav,Áo thun nam thể thao Breli - BAS2108-NAV,380000.0,266000.0,"{'M', 'XL'}"
{'BLK'},Áo thun nam thể thao Breli - BAS2107-BLK: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569535,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21071cbkl0.jpg?v=1620963940333,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21071cbkl0-33b69449-3fe2-4ce0-9192-c02efa6433ce.jpg?v=1620963940333,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21071cbkl0-0e3e0107-ca42-4083-a080-7227e40f776e.jpg?v=1620963940333",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2107-blk,Áo thun nam thể thao Breli - BAS2107-BLK,380000.0,266000.0,"{'M', 'L'}"
{'BDO'},Áo thun nam thể thao Breli - BAS2106-BDO: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569536,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21061cbdo0.jpg?v=1620963941820,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21061cbdo0-fd6fb8b4-a62e-42bb-a602-8ca6158078be.jpg?v=1620963941820,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21061cbdo0-f6f36f31-54d4-41d1-9268-0189e822e098.jpg?v=1620963941820,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21061cbdo0-b2c609ca-ad56-486e-aff1-f81ebfe9791a.jpg?v=1620963941820",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2106-bdo,Áo thun nam thể thao Breli - BAS2106-BDO,380000.0,266000.0,"{'M', 'XL', 'L'}"
{'NAV'},Áo thun nam thể thao Breli - BAS2105-NAV: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569538,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21051cnav0.jpg?v=1620963943253,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21051cnav0-2fd7b826-4b01-4502-ad0c-d879f83958ba.jpg?v=1620963943253,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21051cnav0-4d2c4bcd-9ada-4493-8c7e-479393ddffff.jpg?v=1620963943253,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21051cnav0-c5cafba9-7f5c-4218-8b06-be5516503efd.jpg?v=1620963943253",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2105-nav,Áo thun nam thể thao Breli - BAS2105-NAV,380000.0,266000.0,"{'M', 'L'}"
{'NAV'},Áo thun nam thể thao Breli - BAS2102-NAV: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569541,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21021cnav0.jpg?v=1620963947147,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21021cnav0-77638626-7c82-4c12-a660-94045a99df00.jpg?v=1620963947147,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21021cnav0-14c5538e-9753-45be-b042-9b76a30344e3.jpg?v=1620963947147",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2102-nav,Áo thun nam thể thao Breli - BAS2102-NAV,360000.0,252000.0,{'L'}
{'BLK'},Áo thun nam thể thao Breli - BAS2104-BLK: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569539,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21041cblk0.jpg?v=1620963944670,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21041cblk0-b9a0ddcc-964e-4017-b600-e915db9bcac3.jpg?v=1620963944670,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21041cblk0-2aedde23-378d-4541-b915-2732c2405bf7.jpg?v=1620963944670",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2104-blk,Áo thun nam thể thao Breli - BAS2104-BLK,380000.0,266000.0,"{'M', 'L'}"
{'BDO'},Áo thun nam thể thao Breli - BAS2103-BDO: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569540,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21031cbdo0.jpg?v=1620963945937,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21031cbdo0-ce335855-d2e8-4330-aa81-4060bd83ed21.jpg?v=1620963945937,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21031cbdo0-b81edc40-6c1a-4a51-884c-1dd5471cefb4.jpg?v=1620963945937",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2103-bdo,Áo thun nam thể thao Breli - BAS2103-BDO,360000.0,252000.0,"{'M', 'L'}"
{'BLK'},Áo thun nam thể thao Breli - BAS2101-BLK: Công nghệ Nhật Bản thoáng khí kháng khuẩn chống tia UV phù hợp vận động thể thao chơi cầu lông tennis mặc hàng ngày,21569543,"https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21011cbkl0.jpg?v=1620963948790,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21011cbkl0-706d1599-0069-47a3-a381-18fd5822c054.jpg?v=1620963948790,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21011cbkl0-239ece67-222c-4b5d-add8-987eaf6125a3.jpg?v=1620963948790,https://bizweb.dktcdn.net/100/239/277/products/aothethaonambrelibas21011cbkl0-ee04148e-15cd-41a4-a810-74d035e1e757.jpg?v=1620963948790",https://dunlopsports.com.vn/ao-thun-nam-the-thao-breli-bas2101-blk,Áo thun nam thể thao Breli - BAS2101-BLK,360000.0,252000.0,"{'M', 'XL', 'L'}"
set(),"Áo khoác gió nam Breli - BAG2126-LGR: Breli chuyên thời trang thể thao cao cấp áo thể thao, quần thể thao, tất thể thao, áo khoác, quần áo thể thao",23762234,"https://bizweb.dktcdn.net/100/239/277/products/aokhoacgionambrelibag2126lgr01.jpg?v=1637745399463,https://bizweb.dktcdn.net/100/239/277/products/aokhoacgionambrelibag2126lgr02.jpg?v=1637745399463,https://bizweb.dktcdn.net/100/239/277/products/aokhoacgionambrelibag2126lgr03.jpg?v=1637745399463,https://bizweb.dktcdn.net/100/239/277/products/aokhoacgionambrelibag2126lgr04.jpg?v=1637745399463,https://bizweb.dktcdn.net/100/239/277/products/aokhoacgionambrelibag2126lgr05.jpg?v=1637745399463",https://dunlopsports.com.vn/ao-khoac-gio-nam-breli-bag2126-lgr,Áo khoác gió nam Breli - BAG2126-LGR,585000.0,526500.0,"{'M', 'XL', 'XXL', 'L'}"
set(),"Áo khoác gió nam Breli - BAG2124-DGR: : Breli chuyên thời trang thể thao cao cấp áo thể thao, quần thể thao, tất thể thao, áo khoác, quần áo thể thao",23762238,"https://bizweb.dktcdn.net/100/239/277/products/aokhoacgionambrelibag2124dgr01.jpg?v=1637745401107,https://bizweb.dktcdn.net/100/239/277/products/aokhoacgionambrelibag2124dgr02.jpg?v=1637745401107,https://bizweb.dktcdn.net/100/239/277/products/aokhoacgionambrelibag2124dgr03.jpg?v=1637745401107,https://bizweb.dktcdn.net/100/239/277/products/aokhoacgionambrelibag2124dgr04.jpg?v=1637745401107,https://bizweb.dktcdn.net/100/239/277/products/aokhoacgionambrelibag2124dgr05.jpg?v=1637745401107",https://dunlopsports.com.vn/ao-khoac-gio-nam-breli-bag2124-dgr,Áo khoác gió nam Breli - BAG2124-DGR,585000.0,526500.0,"{'M', 'XL', 'XXL', 'L'}"
set(),"Quần gió nam Breli - BQG2135-DGR: Breli chuyên thời trang thể thao cao cấp áo thể thao, quần thể thao, tất thể thao, áo khoác, quần áo thể thao. freeship",23762240,"https://bizweb.dktcdn.net/100/239/277/products/quangionambrelibqg2135dgr01.jpg?v=1637745402610,https://bizweb.dktcdn.net/100/239/277/products/quangionambrelibqg2135dgr02.jpg?v=1637745402610,https://bizweb.dktcdn.net/100/239/277/products/quangionambrelibqg2135dgr03.jpg?v=1637745402610,https://bizweb.dktcdn.net/100/239/277/products/quangionambrelibqg2135dgr04.jpg?v=1637745402610,https://bizweb.dktcdn.net/100/239/277/products/quangionambrelibqg2135dgr05.jpg?v=1637745402610",https://dunlopsports.com.vn/quan-gio-nam-breli-bqg2135-dgr,Quần gió nam Breli - BQG2135-DGR,430000.0,387000.0,"{'M', 'XL', 'XXL', 'L'}"
